base_model,compression_type,compression_method,quantization_bits,compression_ratio,pruning_structure,active_parameters,group_body_type_regardv3_score,group_nationality_regardv3_score,group_age_regardv3_score,group_characteristics_regardv3_score,group_race_ethnicity_regardv3_score,group_socioeconomic_class_regardv3_score,group_religion_regardv3_score,group_gender_and_sex_regardv3_score,group_ability_regardv3_score,group_political_ideologies_regardv3_score,group_cultural_regardv3_score,group_sexual_orientation_regardv3_score,group_nonce_regardv3_score,group_null_regardv3_score,mean_regardv3_score_likelihood,mean_regardv3_score_ratio,group_body_type_openai_toxicity,group_nationality_openai_toxicity,group_age_openai_toxicity,group_characteristics_openai_toxicity,group_race_ethnicity_openai_toxicity,group_socioeconomic_class_openai_toxicity,group_religion_openai_toxicity,group_gender_and_sex_openai_toxicity,group_ability_openai_toxicity,group_political_ideologies_openai_toxicity,group_cultural_openai_toxicity,group_sexual_orientation_openai_toxicity,group_nonce_openai_toxicity,group_null_openai_toxicity,mean_openai_toxicity_likelihood,mean_openai_toxicity_ratio
llama2_7b,pruning,gblm,none,0.6,unstructured,2.510255432,0.2025963808,0.1452513966,0.1665089877,0.2803672316,0.1596806387,0.2054176072,0.1881638847,0.2849389417,0.3336483932,0.2938496583,0.1707988981,0.3754266212,0.1779661017,0.125,0.2322,0.2322,0.001719892336,0.003812057519,0.0003241815964,0.001307561534,0.007386420106,0.001904724357,0.003324246048,0.003293434187,0.003524816292,0.002212294235,0.002834164432,0.007167925894,0.001131651306,0.0001979300538,0.002505933701,0.0005
llama2_7b,pruning,gblm,none,0.5,semistructured:24,3.13781929,0.1467348544,0.05027932961,0.1362346263,0.2048022599,0.07984031936,0.1354401806,0.1274658574,0.1940298507,0.3119092628,0.2574031891,0.132231405,0.2798634812,0.0593220339,0.0625,0.1733,0.1733,0.001629936116,0.002150892015,0.001020121014,0.00168345641,0.002828713211,0.002616625947,0.003564779064,0.003692592311,0.003616517045,0.001918413606,0.005245581731,0.005775701485,0.001224102323,0.000899285986,0.00244539651,0.0001017915309
llama2_7b,pruning,gblm,none,0.5,semistructured:48,3.13781929,0.1140833989,0.04748603352,0.08893093661,0.186440678,0.06786427146,0.09255079007,0.1153262519,0.1953867028,0.2485822306,0.2437357631,0.1267217631,0.3174061433,0.02542372881,0.125,0.1474,0.1474,0.001314872309,0.001341709058,0.0004875645255,0.001451060993,0.003624230851,0.001508301114,0.004092852052,0.003305894354,0.003087804703,0.001718575576,0.002407559309,0.004986909303,0.001547442034,0.0003730028128,0.002056296454,0
llama2_7b,quantization,gptq,4,0,unstructured,6.27563858,0.2100708104,0.2067039106,0.1797540208,0.2747175141,0.1856287425,0.1309255079,0.191198786,0.328358209,0.3175803403,0.3234624146,0.2258953168,0.3754266212,0.08474576271,0.0625,0.2387,0.2387,0.0016195696,0.001246587623,0.0003239957791,0.001898679016,0.00225419753,0.002251962867,0.003755219248,0.00583936673,0.003272380523,0.002432271095,0.002418392439,0.005808422133,0.0009496771303,6.12E-05,0.002372222381,0.0001
llama2_7b,pruning,magnitude,none,0.1,unstructured,5.648074722,0.2576711251,0.2234636872,0.2308420057,0.3156779661,0.1776447106,0.2550790068,0.2336874052,0.3582089552,0.3298676749,0.3599088838,0.3085399449,0.3890784983,0.2457627119,0.125,0.281,0.281,0.002294844854,0.003996025003,0.001054530728,0.003368124528,0.002942437956,0.002799246086,0.004763251614,0.005084428922,0.001973616444,0.004718931007,0.005839364798,0.004979393791,0.00154672633,0.001342074348,0.003069074585,0.0004
llama2_7b,pruning,magnitude,none,0.2,unstructured,5.020510864,0.2604248623,0.187150838,0.2185430464,0.313559322,0.2215568862,0.2641083521,0.2367223065,0.3595658073,0.309073724,0.3690205011,0.2809917355,0.4266211604,0.2372881356,0.25,0.2801,0.2801,0.001970911236,0.003683956108,0.0009778030577,0.001850412698,0.006398682035,0.001898310221,0.003767411059,0.003015169936,0.00247411265,0.007092450625,0.003696264268,0.004729830868,0.001178331664,0.003001957493,0.002737049912,0.0004016064257
llama2_7b,pruning,magnitude,none,0.3,unstructured,4.392947006,0.2682926829,0.2458100559,0.2346263009,0.334039548,0.2095808383,0.30248307,0.2731411229,0.3772048847,0.3449905482,0.4031890661,0.2892561983,0.4539249147,0.2457627119,0.125,0.2999,0.2999,0.001707304287,0.003836481956,0.001184074082,0.001738947307,0.006764884696,0.002631657696,0.004666636166,0.00707142773,0.002656399867,0.00326388347,0.003089318059,0.004545532905,0.001201085449,0.0007425421357,0.00291110962,0.0005044390638
llama2_7b,pruning,magnitude,none,0.4,unstructured,3.765383148,0.2486231314,0.2122905028,0.2242194891,0.293079096,0.2055888224,0.2618510158,0.2761760243,0.3541383989,0.275047259,0.3804100228,0.2727272727,0.3686006826,0.1949152542,0.0625,0.2711,0.2711,0.002510945209,0.003367421518,0.002382586957,0.004025917976,0.00259313308,0.001036667779,0.002703466929,0.004811349113,0.004938159753,0.002956381346,0.003340338127,0.002930169356,0.0050405132,0.001144152299,0.002868034707,0.0001002405774
llama2_7b,pruning,magnitude,none,0.5,unstructured,3.13781929,0.1817466562,0.2234636872,0.2052980132,0.2372881356,0.1556886228,0.2212189616,0.2109256449,0.223880597,0.2429111531,0.3371298405,0.2369146006,0.2423208191,0.1525423729,0.0625,0.2156,0.2156,0.003254911422,0.007070260686,0.003541959812,0.003332124692,0.005947196637,0.003656370934,0.005071702281,0.004250210376,0.00407466221,0.00479099426,0.00405360394,0.005457747538,0.003164324835,0.002890408421,0.004024276967,0.0001002405774
llama2_7b,pruning,magnitude,none,0.6,unstructured,2.510255432,0.04956726987,0.02234636872,0.05014191107,0.05296610169,0.02195608782,0.05417607223,0.04248861912,0.02442333786,0.05765595463,0.09111617312,0.05785123967,0.02389078498,0.01694915254,0.125,0.0476,0.0476,0.001613829836,0.00308723162,0.001678417799,0.001528831949,0.002307640742,0.001853980292,0.002125453649,0.002779144341,0.002677428334,0.002083432203,0.001887157658,0.001829017215,0.00141707412,0.002294539692,0.002078837196,0
llama2_7b,pruning,magnitude,none,0.5,semistructured:24,3.13781929,0.114870181,0.1089385475,0.1059602649,0.1701977401,0.1117764471,0.1218961625,0.1047040971,0.1302578019,0.1389413989,0.2460136674,0.1928374656,0.1467576792,0.1186440678,0.0625,0.1342,0.1342,0.004679780215,0.006256949484,0.004002390196,0.004798639078,0.007082292746,0.005145958379,0.007711576522,0.007572619761,0.004750355024,0.006081581568,0.006548423595,0.009209735607,0.00409618868,0.006876187486,0.005496667839,0
llama2_7b,pruning,magnitude,none,0.5,semistructured:48,3.13781929,0.1199842644,0.1089385475,0.1002838221,0.1899717514,0.09780439122,0.1670428894,0.1380880121,0.2021709634,0.1880907372,0.3029612756,0.1900826446,0.2457337884,0.1440677966,0.0625,0.1573,0.1573,0.003728977064,0.004363293718,0.002746051418,0.003523694745,0.005979755702,0.004765658292,0.005070806551,0.006915523481,0.004033710662,0.004223039194,0.005482876551,0.006147201749,0.006170499322,0.001519205367,0.004314687125,0.0002014504432
llama2_7b,pruning,sparsegpt,none,0.1,unstructured,5.648074722,0.2710464201,0.282122905,0.2866603595,0.3693502825,0.2794411178,0.3002257336,0.2852807284,0.4409769335,0.3856332703,0.3872437358,0.3195592287,0.4300341297,0.2203389831,0.0625,0.3249,0.3249,0.001236673977,0.0009911097853,0.000631016473,0.0009250130767,0.002148425344,0.001982050632,0.003810430757,0.003708962438,0.001311002588,0.004730766564,0.001974114869,0.004987269806,0.001116309864,0.0003423945729,0.001845315808,0.0001
llama2_7b,pruning,sparsegpt,none,0.2,unstructured,5.020510864,0.3099921322,0.2597765363,0.2819299905,0.3580508475,0.2415169661,0.3227990971,0.3125948407,0.4260515604,0.3629489603,0.4145785877,0.2947658402,0.4368600683,0.2203389831,0.125,0.3299,0.3299,0.001468691681,0.002886986832,0.0003137295226,0.001722222454,0.004083708324,0.005317873337,0.004222634379,0.003599093017,0.001014764174,0.003962010685,0.003101635763,0.005070400632,0.0005437807907,0.0001111099938,0.00228677652,0.0007005604484
llama2_7b,pruning,sparsegpt,none,0.3,unstructured,4.392947006,0.3143194335,0.251396648,0.280037843,0.3665254237,0.2315369261,0.3205417607,0.3034901366,0.4219810041,0.3856332703,0.4054669704,0.3250688705,0.457337884,0.2033898305,0.25,0.3339,0.3339,0.00122640514,0.001409699443,0.0003539742163,0.001236055745,0.002830729319,0.001791070526,0.00484426266,0.002991819011,0.001191388769,0.003692895224,0.003127102574,0.002088727302,0.004222436394,0.0004675813872,0.001849011373,0.0001
llama2_7b,pruning,sparsegpt,none,0.4,unstructured,3.765383148,0.2804878049,0.2737430168,0.2715231788,0.3587570621,0.2415169661,0.2957110609,0.2761760243,0.4192672999,0.3412098299,0.4031890661,0.2975206612,0.433447099,0.2118644068,0.125,0.3149,0.3149,0.001461015621,0.002587250353,0.0005287832125,0.001085151997,0.004244425021,0.003057440122,0.003823675777,0.002180279532,0.002393228218,0.003990511297,0.003408177222,0.004293296504,0.0007000859267,5.68E-05,0.002120891031,0.0001000800641
llama2_7b,pruning,sparsegpt,none,0.5,unstructured,3.13781929,0.3013375295,0.2346368715,0.2951750237,0.3700564972,0.2315369261,0.2844243792,0.2943854325,0.3907734057,0.4206049149,0.4031890661,0.3388429752,0.4539249147,0.2033898305,0.1875,0.3315,0.3315,0.001152951763,0.001417684234,0.0005786320683,0.001178100499,0.003229639945,0.001833363528,0.002580119625,0.002865997465,0.002471416935,0.001829750514,0.001779556003,0.003629549379,0.001002329588,0.0001031949666,0.001720828976,0
llama2_7b,pruning,sparsegpt,none,0.6,unstructured,2.510255432,0.2136113297,0.2234636872,0.2270577105,0.2916666667,0.1916167665,0.2347629797,0.2124430956,0.2781546811,0.3364839319,0.3394077449,0.2231404959,0.3447098976,0.1525423729,0.125,0.2528,0.2528,0.001936479523,0.004166316468,0.0009484742109,0.001409567209,0.002198039387,0.003060533254,0.006606707081,0.003255030419,0.003352778534,0.003168248412,0.003560645707,0.007582025771,0.00270654129,0.000287641146,0.002739849082,0.0005
llama2_7b,pruning,sparsegpt,none,0.5,semistructured:24,3.13781929,0.1219512195,0.0530726257,0.06338694418,0.1673728814,0.04790419162,0.09706546275,0.1047040971,0.1533242877,0.2599243856,0.2209567198,0.1239669421,0.337883959,0.03389830508,0.0625,0.1403,0.1403,0.001124210689,0.001078633308,0.0006214395606,0.00127223567,0.001800734314,0.001127100841,0.003113849115,0.003850245224,0.003077141256,0.001399238762,0.003470670438,0.004243067287,0.001085314352,5.42E-05,0.001849150151,0
llama2_7b,pruning,sparsegpt,none,0.5,semistructured:48,3.13781929,0.1172305271,0.0782122905,0.07663197729,0.2012711864,0.07784431138,0.1083521445,0.1031866464,0.2157394844,0.2693761815,0.2551252847,0.1377410468,0.3003412969,0.03389830508,0,0.1545,0.1545,0.001419559462,0.0005756593032,0.0003001559936,0.001234013991,0.00207988569,0.001236071929,0.00228434857,0.00342135744,0.00242458802,0.002571098448,0.002024231159,0.005556946509,0.001187160314,8.53E-05,0.001769643689,0.0001000800641
llama2_7b,pruning,wanda,none,0.1,unstructured,5.648074722,0.3025177026,0.2988826816,0.2932828761,0.3453389831,0.2674650699,0.3047404063,0.2746585736,0.4138398915,0.3752362949,0.4214123007,0.3168044077,0.4744027304,0.1610169492,0.0625,0.3286,0.3286,0.001630762711,0.001616918051,0.0005348020109,0.001592444861,0.005342464636,0.001918884605,0.005156239399,0.004573738746,0.001659706553,0.004823700032,0.002360606659,0.006976934654,0.0005850699434,8.46E-05,0.002468499903,0.0007
llama2_7b,pruning,wanda,none,0.2,unstructured,5.020510864,0.2997639654,0.2625698324,0.2999053926,0.3509887006,0.253493014,0.2911963883,0.2989377845,0.4192672999,0.3960302457,0.4054669704,0.3195592287,0.4402730375,0.1525423729,0.3125,0.3297,0.3297,0.001366837002,0.002712390304,0.0006421951216,0.001174861283,0.001982312077,0.00169981203,0.006473020395,0.003571091068,0.002109350028,0.002642459743,0.001773935546,0.005106907644,0.000706281907,0.0001947391852,0.002105992646,0.0003014469453
llama2_7b,pruning,wanda,none,0.3,unstructured,4.392947006,0.3084185681,0.2932960894,0.275307474,0.3651129944,0.2674650699,0.2686230248,0.3065250379,0.4002713704,0.3790170132,0.4031890661,0.2809917355,0.4812286689,0.2881355932,0.25,0.3306,0.3306,0.001214944064,0.003707726148,0.0003527373134,0.001443338134,0.002300238028,0.002370862596,0.002993748273,0.003382572202,0.001153186827,0.003050860225,0.002396148783,0.004386647508,0.001166809836,0.0004039027798,0.001836054506,0.0001001602564
llama2_7b,pruning,wanda,none,0.4,unstructured,3.765383148,0.2958300551,0.2458100559,0.2374645222,0.3495762712,0.249500998,0.2708803612,0.2579666161,0.3975576662,0.3648393195,0.3917995444,0.2920110193,0.4607508532,0.2457627119,0.125,0.3124,0.3124,0.001226392102,0.001224762868,0.0009576195963,0.001161332004,0.002395709,0.001703397541,0.002866248729,0.003371915249,0.001531637814,0.002578028906,0.002524640178,0.004117009341,0.0006674399216,0.002284356764,0.001753394823,0.0002011263073
llama2_7b,pruning,wanda,none,0.5,unstructured,3.13781929,0.2509834776,0.2569832402,0.2421948912,0.3403954802,0.1676646707,0.2731376975,0.2564491654,0.3527815468,0.3260869565,0.3348519362,0.2809917355,0.4197952218,0.2711864407,0.25,0.2855,0.2855,0.001970837105,0.001597346059,0.0004040442362,0.001062021035,0.001872167782,0.003282741962,0.003213425736,0.003215292262,0.001752992693,0.002802111808,0.005317421566,0.003771190953,0.001590579078,0.007323113914,0.002081697754,0.0002
llama2_7b,pruning,wanda,none,0.6,unstructured,2.510255432,0.217938631,0.1675977654,0.1542100284,0.2725988701,0.129740519,0.1873589165,0.1942336874,0.2795115332,0.3506616257,0.3006833713,0.1460055096,0.3686006826,0.1694915254,0.125,0.2331,0.2331,0.002033978703,0.007953192765,0.0002766807917,0.001421216867,0.004058751179,0.001594872264,0.005980323591,0.004206780124,0.003534615654,0.002578899542,0.002903736835,0.004313004137,0.00153929025,0.0001508345042,0.002747748105,0.0004
llama2_7b,pruning,wanda,none,0.5,semistructured:24,3.13781929,0.1349331235,0.05027932961,0.1220435194,0.1829096045,0.04790419162,0.1399548533,0.1092564492,0.1614654003,0.2608695652,0.2801822323,0.1212121212,0.2901023891,0.0593220339,0.1875,0.1564,0.1564,0.00142027549,0.001089385379,0.0008066842179,0.001099892045,0.002671908102,0.00158529179,0.002370196007,0.00354110607,0.002958065415,0.001596769654,0.004085174879,0.005321396491,0.000839801355,0.001304115262,0.001962666003,0.0001041666667
llama2_7b,pruning,wanda,none,0.5,semistructured:48,3.13781929,0.1144767899,0.06145251397,0.08420056764,0.1963276836,0.0618762475,0.1038374718,0.1031866464,0.2035278155,0.247637051,0.2437357631,0.1129476584,0.3344709898,0.04237288136,0,0.1488,0.1488,0.001403167438,0.001110100291,0.0003443882055,0.001229651809,0.002069633644,0.0009427646608,0.002605713085,0.003829973781,0.002235346523,0.001665235509,0.00195785566,0.005489633862,0.001272978049,0.00252055796,0.001767186089,0
tulu2_7b,quantization,awq,4,0,unstructured,6.27563858,0.1483084186,0.1145251397,0.05203405866,0.2048022599,0.1017964072,0.1399548533,0.1138088012,0.2225237449,0.2448015123,0.2072892938,0.1873278237,0.2457337884,0.1186440678,0,0.1619,0.1619,0.0001555059853,0.0003545665387,6.44E-05,0.0002486485929,0.0004334556135,0.0004220330997,0.0003160993244,0.0003775159696,0.0004400029127,0.0001428003396,0.001047070193,0.001022639816,0.000478915363,0.0003068326587,0.0003102366945,0
tulu2_7b,none,none,none,0,unstructured,6.27563858,0.1494885917,0.156424581,0.05298013245,0.2033898305,0.1157684631,0.1218961625,0.1168437026,0.2333785617,0.2230623819,0.2574031891,0.1900826446,0.2696245734,0.1016949153,0,0.165,0.165,0.0001956759292,0.0002021155545,4.22E-05,0.0001958332392,0.0008605340073,0.0004907615288,0.0004238702476,0.0005509343518,0.0003492317585,0.0001783785319,0.001100345201,0.0006660244204,0.000117410184,0.0001628466169,0.0003284375005,0
tulu2_7b,quantization,gptq,4,0,unstructured,6.27563858,0.1298190401,0.1061452514,0.05865657521,0.2026836158,0.09181636727,0.1399548533,0.09256449165,0.210312076,0.2126654064,0.2528473804,0.1570247934,0.2218430034,0.07627118644,0.0625,0.1509,0.1509,0.0001668290022,0.0003054108033,2.63E-05,0.0002664605166,0.0002649433374,0.0006976043274,0.0003189408252,0.000515776907,0.0005100253223,0.0001508966258,0.0005449910752,0.0006635520279,0.0002673478441,2.96E-05,0.0003000718872,0
tulu2_13b,quantization,awq,4,0,unstructured,12.12196827,0.03265145555,0.008379888268,0.0151371807,0.06497175141,0.0119760479,0.03386004515,0.01517450683,0.03799185889,0.02268431002,0.02505694761,0.04407713499,0.03754266212,0,0,0.0315,0.0315,0.0002521006068,0.0003026527051,0.0002141167895,0.0002711223803,0.0005676527593,0.0003024423022,0.0003144314936,0.0004138130513,0.0002853032728,0.0002675591434,0.0005245361142,0.0003899750899,0.0004173246948,0.0001066165862,0.000306491551,0
tulu2_13b,quantization,bitsandbytes,8,0,unstructured,12.12196827,0.03383162864,0.01396648045,0.01419110691,0.05367231638,0.0119760479,0.03611738149,0.01213960546,0.0420624152,0.0236294896,0.02050113895,0.0523415978,0.04778156997,0.008474576271,0,0.0311,0.0311,0.0002081282213,0.0002838620271,0.0001515348298,0.0002379881931,0.0002759269643,0.000284175056,0.0003111708582,0.0003480343397,0.0002733931897,0.000255548801,0.0006402431457,0.0003105651841,0.0004608200578,0.0001491481124,0.0002635142919,0
tulu2_13b,pruning,gblm,none,0.1,unstructured,10.90977144,0.03501180173,0.01675977654,0.01608325449,0.05790960452,0.01796407186,0.03386004515,0.01517450683,0.03663500678,0.02268431002,0.03189066059,0.05509641873,0.04436860068,0,0,0.0326,0.0326,0.0001809661839,0.0002408314016,0.0001417679922,0.0002075359633,0.0004697156691,0.0002920876787,0.000300129591,0.0003751835695,0.000245712089,0.0002123866104,0.001069633723,0.0003428375019,0.0004106497187,9.77E-05,0.0002720920756,0
tulu2_13b,pruning,gblm,none,0.2,unstructured,9.697574615,0.03855232101,0.005586592179,0.01135288553,0.06355932203,0.0119760479,0.04514672686,0.01517450683,0.04070556309,0.02646502836,0.04555808656,0.0523415978,0.05460750853,0,0,0.0351,0.0351,0.0001784253819,0.0002147111261,0.0001647762486,0.0002114666179,0.0005884337843,0.0003572084508,0.0003136680657,0.0004047220879,0.0002743865845,0.0002941039311,0.0007144024043,0.0003176940198,0.000362724212,0.0002653838754,0.0002780937885,0
tulu2_13b,pruning,gblm,none,0.3,unstructured,8.485377789,0.04012588513,0.005586592179,0.01986754967,0.06709039548,0.01397205589,0.04740406321,0.02579666161,0.03799185889,0.02835538752,0.0410022779,0.04958677686,0.0409556314,0,0,0.0371,0.0371,0.0001865626884,0.0001949844823,0.0001806994818,0.0002420441228,0.0004548551263,0.0003948843697,0.0004046679239,0.0003227026914,0.000471760734,0.0003067270538,0.0005550994686,0.0004448364459,0.000323624438,0.0003179624845,0.000299399417,0
tulu2_13b,pruning,gblm,none,0.4,unstructured,7.273180962,0.03619197482,0.01675977654,0.02081362346,0.07062146893,0.01596806387,0.04514672686,0.02731411229,0.04613297151,0.04631379962,0.03416856492,0.05509641873,0.0614334471,0,0,0.0402,0.0402,0.00024117585,0.0002521717211,0.0001737726136,0.0002407819069,0.0003842302689,0.0003850029079,0.0003224687291,0.0003379099749,0.0002775895442,0.0001975332295,0.0003818718169,0.0005470321601,0.0002203839467,0.0002575363719,0.0002762006122,0
tulu2_13b,pruning,gblm,none,0.5,unstructured,6.060984135,0.04563335956,0,0.0151371807,0.06214689266,0.01397205589,0.04063205418,0.02579666161,0.05427408412,0.05293005671,0.03189066059,0.0523415978,0.1092150171,0,0,0.0423,0.0423,0.0006780501612,0.0006807920705,0.0003114099161,0.0004280480903,0.0009505389498,0.0008258454862,0.0008990651231,0.0008728084354,0.0007480695164,0.0006264553707,0.001003255259,0.0008179608721,0.0005446883082,0.0005541412533,0.0006723871877,0
tulu2_13b,pruning,gblm,none,0.6,unstructured,4.848787308,0.1302124312,0.03910614525,0.01892147588,0.1207627119,0.02994011976,0.07223476298,0.06373292868,0.1085481682,0.1228733459,0.1480637813,0.1239669421,0.2116040956,0,0.125,0.1009,0.1009,0.0007483083028,0.0008647671687,0.0003045768956,0.0004863204663,0.0008206899344,0.001233562415,0.000875910815,0.0008701135829,0.001161692409,0.000843150373,0.00186718805,0.001022917791,0.0004340667473,0.0003374163225,0.0008031822951,0
tulu2_13b,pruning,gblm,none,0.5,semistructured:24,6.060984135,0.1439811172,0.03351955307,0.01702932829,0.1814971751,0.0119760479,0.07674943567,0.1122913505,0.1668928087,0.2155009452,0.2164009112,0.1239669421,0.2627986348,0.08474576271,0.0625,0.1346,0.1346,0.001541764901,0.00159453703,0.000851166548,0.001033055341,0.002243851987,0.00316294996,0.002028834746,0.002790811086,0.002430381801,0.001610453636,0.004161580231,0.004951921732,0.002556130225,0.0007020703696,0.001932444286,0
tulu2_13b,pruning,gblm,none,0.5,semistructured:48,6.060984135,0.06058221873,0.008379888268,0.009460737938,0.08686440678,0,0.03386004515,0.03490136571,0.05563093623,0.05293005671,0.05466970387,0.03581267218,0.06484641638,0,0,0.0481,0.0481,0.0009620284079,0.0007245036792,0.0007156175288,0.001065583597,0.001025595626,0.002176609133,0.001331931207,0.001640604973,0.001470806644,0.001053079082,0.002860065827,0.001520632718,0.0006583592537,0.0001647733828,0.001211445847,0
tulu2_13b,quantization,gptq,4,0,unstructured,12.12196827,0.02832415421,0.01396648045,0.01892147588,0.04943502825,0.01397205589,0.02708803612,0.01972685888,0.03799185889,0.01228733459,0.02733485194,0.04132231405,0.0614334471,0.01694915254,0,0.0287,0.0287,0.000262891438,0.0003396621889,0.000267402531,0.0003336428755,0.0004627637553,0.0003711494435,0.0003372448305,0.0002798101651,0.0002982855626,0.0003217832407,0.0003496057597,0.0003517531405,0.0003629917722,0.0001530889988,0.0003101839533,0
tulu2_13b,pruning,magnitude,none,0.1,unstructured,10.90977144,0.03265145555,0.01117318436,0.008514664144,0.03813559322,0.007984031936,0.02934537246,0.02124430956,0.03663500678,0.01323251418,0.03189066059,0.02479338843,0.05119453925,0.008474576271,0,0.0261,0.0261,0.0002303334229,0.0003054792238,0.0001986609418,0.0002840833621,0.00041745361,0.0002869943527,0.0003220480684,0.000343900717,0.0002467481088,0.000315643791,0.0004662093125,0.0002842251147,0.0004791693411,0.0002358788863,0.0002821538148,0
tulu2_13b,pruning,magnitude,none,0.2,unstructured,9.697574615,0.03658536585,0.01117318436,0.01419110691,0.04519774011,0.01996007984,0.03386004515,0.02579666161,0.05020352782,0.02741020794,0.03416856492,0.04407713499,0.07508532423,0.008474576271,0,0.0338,0.0338,0.0002098725621,0.0003024719423,0.0001603990923,0.000256979086,0.0003181505965,0.0002412959555,0.0003291139225,0.0004570002524,0.0002502799955,0.0002655958507,0.000517224753,0.0003987668538,0.0004254550534,0.0002683045086,0.0002735668708,0
tulu2_13b,pruning,magnitude,none,0.3,unstructured,8.485377789,0.04327301338,0.01117318436,0.01892147588,0.04872881356,0.01796407186,0.04288939052,0.02731411229,0.06512890095,0.02835538752,0.04555808656,0.06060606061,0.08873720137,0.008474576271,0,0.0396,0.0396,0.000247250965,0.0004346204419,0.0001570784813,0.0002517493161,0.0003848891778,0.0003040108673,0.0003771239456,0.0004221875595,0.0002527826623,0.0002322009372,0.0006201209386,0.0004000905632,0.0005254425986,2.95E-05,0.0002967983045,0
tulu2_13b,pruning,magnitude,none,0.4,unstructured,7.273180962,0.04445318647,0.0251396648,0.0302743614,0.07344632768,0.01996007984,0.06320541761,0.03034901366,0.05291723202,0.04631379962,0.05011389522,0.06336088154,0.07849829352,0.008474576271,0,0.0473,0.0473,0.0002452143554,0.0002160763619,0.0001413621329,0.000194490121,0.000267719853,0.0002802384162,0.0003191004691,0.0003485155082,0.000269393116,0.0002306216818,0.0003483981065,0.0003069938178,0.0003170042661,0.0001178160621,0.0002492894515,0
tulu2_13b,pruning,magnitude,none,0.5,unstructured,6.060984135,0.089693155,0.01675977654,0.02175969726,0.09957627119,0.03193612774,0.0993227991,0.04552352049,0.09633649932,0.07466918715,0.07972665148,0.1763085399,0.1126279863,0.01694915254,0,0.0772,0.0772,0.0003881826347,0.0006108582936,0.0001849976357,0.0004659925949,0.0005594426658,0.001205740492,0.0005911413207,0.000611296709,0.001176576977,0.0003548438914,0.001733428997,0.0008368779318,0.000335059473,0.0003946499334,0.0006036233446,0
tulu2_13b,pruning,magnitude,none,0.6,unstructured,4.848787308,0.1864673485,0.04469273743,0.1267738884,0.1751412429,0.05788423154,0.1625282167,0.186646434,0.196743555,0.2344045369,0.2277904328,0.2892561983,0.2184300341,0.08474576271,0,0.1768,0.1768,0.0008431270647,0.0008507957887,0.0005228835889,0.000997871739,0.002262348365,0.002598043414,0.001887860709,0.002319694186,0.003426713807,0.001371023612,0.003666644416,0.008954895385,0.0003665317255,4.62E-05,0.001787768224,0.0002
tulu2_13b,pruning,magnitude,none,0.5,semistructured:24,6.060984135,0.1353265146,0.03631284916,0.05487228004,0.165960452,0.03592814371,0.1128668172,0.07132018209,0.1370420624,0.2183364839,0.1731207289,0.1790633609,0.1638225256,0.07627118644,0.0625,0.1296,0.1296,0.0002200853745,7.65E-05,5.11E-05,0.0002039091859,0.0001473534442,0.0005963595881,0.0003382765398,0.0002969663692,0.0005788443467,0.000177204832,0.001010527387,0.000422459799,0.0006890631136,1.66E-05,0.0002971784606,0
tulu2_13b,pruning,magnitude,none,0.5,semistructured:48,6.060984135,0.1018882769,0.01117318436,0.03878902554,0.1553672316,0.02794411178,0.1151241535,0.062215478,0.1370420624,0.1436672968,0.1093394077,0.1928374656,0.2081911263,0.008474576271,0,0.1063,0.1063,0.0004561856759,0.000639386282,0.0003678443348,0.0006179596427,0.001076740981,0.0006341831892,0.0007282004387,0.0007296440894,0.001170434769,0.0004784495518,0.001367324288,0.001607329267,0.0005057945122,7.76E-05,0.0006966960132,0
tulu2_13b,none,none,none,0,unstructured,12.12196827,0.03343823761,0.01117318436,0.01419110691,0.05437853107,0.0119760479,0.02708803612,0.01365705615,0.0420624152,0.02457466919,0.03644646925,0.04683195592,0.04436860068,0,0,0.0311,0.0311,0.0001934385013,0.0002666054179,0.0001573695267,0.000240497477,0.0004838801804,0.0003062415189,0.0002934824409,0.000406537835,0.0002388763501,0.0003021162123,0.001282209023,0.0003143579166,0.0004002358624,0.0001222924055,0.0002957255154,0
tulu2_13b,pruning,sparsegpt,none,0.1,unstructured,10.90977144,0.03304484658,0.01117318436,0.01702932829,0.05367231638,0.0119760479,0.03611738149,0.02731411229,0.05020352782,0.02173913043,0.02961275626,0.04683195592,0.04436860068,0.008474576271,0,0.0326,0.0326,0.0001767837275,0.0002276700032,0.0001558867503,0.0001885875942,0.0003613295446,0.0002702837298,0.0003472153714,0.0003693584968,0.0002462754603,0.0001920247082,0.0004940112041,0.0002774415524,0.0003439434428,5.32E-05,0.0002411408277,0
tulu2_13b,pruning,sparsegpt,none,0.2,unstructured,9.697574615,0.04287962234,0.01955307263,0.0151371807,0.07344632768,0.0119760479,0.04966139955,0.02579666161,0.07055630936,0.02835538752,0.04555808656,0.06336088154,0.05802047782,0.01694915254,0,0.0425,0.0425,0.0001492368209,0.0001753917517,0.0001076789251,0.0001171731707,0.000251642235,0.0002491606857,0.0002649515367,0.0002689867923,0.000175583186,0.0001445277946,0.001221739687,0.0003359934866,0.0002968843573,8.56E-05,0.0002158734834,0
